Sample	proteinfold-avg_pLDDT
LOKIASV2_0374_ESMFold_hypothetical_protein.pdb	66.61
LOKIASV2_0375_ESMFold_hypothetical_protein.pdb	86.58
LOKIASV2_0376_ESMFold_hypothetical_protein.pdb	38.96
LOKIASV2_0377_ESMFold_RibD_family_protein.pdb	86.9
LOKIASV2_0378_ESMFold_hypothetical_protein.pdb	43.59
LOKIASV2_0379_ESMFold_hypothetical_protein.pdb	71.69
LOKIASV2_0380_ESMFold_hypothetical_protein.pdb	86.45
LOKIASV2_0381_ESMFold_hypothetical_protein.pdb	80.61
LOKIASV2_0382_ESMFold_hypothetical_protein.pdb	57.52
LOKIASV2_0383_ESMFold_hypothetical_protein.pdb	83.66
LOKIASV2_0384_ESMFold_C45_family_autoproteolytic_acyltransferase-hydolase.pdb	90.99
LOKIASV2_0385_ESMFold_hypothetical_protein.pdb	78.2
LOKIASV2_0386_ESMFold_hypothetical_protein.pdb	94.98
LOKIASV2_0387_ESMFold_hypothetical_protein.pdb	64.71
LOKIASV2_0388_ESMFold_hypothetical_protein.pdb	30.74
LOKIASV2_0389_ESMFold_hypothetical_protein.pdb	83.57
LOKIASV2_0390_ESMFold_hypothetical_protein.pdb	43.93
LOKIASV2_0391_ESMFold_hypothetical_protein.pdb	78.15
LOKIASV2_0392_ESMFold_hypothetical_protein.pdb	93.24
LOKIASV2_0393_ESMFold_hypothetical_protein.pdb	91.84
LOKIASV2_0394_ESMFold_hypothetical_protein.pdb	67.37
LOKIASV2_0395_AF2_hypothetical_protein.pdb	80.69
LOKIASV2_0396_ESMFold_HIT_domain-containing_protein.pdb	80.05
LOKIASV2_0397_ESMFold_hypothetical_protein.pdb	78.82
LOKIASV2_0398_ESMFold_hypothetical_protein.pdb	74.69
LOKIASV2_0399_ESMFold_SDR_family_oxidoreductase.pdb	94.86
LOKIASV2_0400_ESMFold_Maf_family_nucleotide_pyrophosphatase.pdb	95.33
LOKIASV2_0401_ESMFold_hypothetical_protein.pdb	70.28
LOKIASV2_0402_ESMFold_hypothetical_protein.pdb	83.76
LOKIASV2_0403_ESMFold_NUDIX_hydrolase.pdb	83.27
LOKIASV2_0404_ESMFold_hypothetical_protein.pdb	74.75
LOKIASV2_0405_ESMFold_DMT_family_transporter.pdb	91.31
LOKIASV2_0406_ESMFold_Rab_family_GTPase.pdb	83.67
LOKIASV2_0407_ESMFold_hypothetical_protein.pdb	84.09
LOKIASV2_0408_AF2_site-specific_DNA-methyltransferase.pdb	81.69
LOKIASV2_0409_ESMFold_class_I_SAM-dependent_methyltransferase.pdb	88.74
LOKIASV2_0410_ESMFold_hypothetical_protein.pdb	37.5
LOKIASV2_0411_ESMFold_indolepyruvate_ferredoxin_oxidoreductase_subunit_alpha.pdb	89.24
LOKIASV2_0412_ESMFold_indolepyruvate_oxidoreductase_subunit_beta.pdb	93.58
LOKIASV2_0413_ESMFold_MFS_transporter.pdb	86.34
LOKIASV2_0414_ESMFold_hypothetical_protein.pdb	58.88
LOKIASV2_0415_ESMFold_hypothetical_protein.pdb	84.35
LOKIASV2_0416_ESMFold_hypothetical_protein.pdb	70.36
LOKIASV2_0417_ESMFold_long-chain_fatty_acid--CoA_ligase.pdb	86.95
LOKIASV2_0418_ESMFold_translation_elongation_factor.pdb	88.34
LOKIASV2_0419_ESMFold_TldD-PmbA_family_protein.pdb	89.04
LOKIASV2_0420_ESMFold_TldD-PmbA_family_protein.pdb	92.11
LOKIASV2_0421_ESMFold_hypothetical_protein.pdb	41.82
LOKIASV2_0422_ESMFold_hypothetical_protein.pdb	83.98
LOKIASV2_0423_ESMFold_hypothetical_protein.pdb	45.34
LOKIASV2_0424_ESMFold_HAD_hydrolase-like_protein.pdb	92.12
LOKIASV2_0425_ESMFold_hypothetical_protein.pdb	91.54
LOKIASV2_0426_ESMFold_hypothetical_protein.pdb	82.54
LOKIASV2_0427_ESMFold_hypothetical_protein.pdb	83.25
LOKIASV2_0428_ESMFold_hypothetical_protein.pdb	92.31
LOKIASV2_0429_ESMFold_hypothetical_protein.pdb	40.54
LOKIASV2_0430_ESMFold_hypothetical_protein.pdb	39.85
LOKIASV2_0431_ESMFold_hypothetical_protein.pdb	87.2
LOKIASV2_0432_ESMFold_iron-containing_alcohol_dehydrogenase.pdb	88.58
LOKIASV2_0433_ESMFold_hypothetical_protein.pdb	83.85
LOKIASV2_0434_ESMFold_hypothetical_protein.pdb	73.63
LOKIASV2_0435_ESMFold_hypothetical_protein.pdb	72.2
LOKIASV2_0436_ESMFold_L-lactate_dehydrogenase.pdb	93.99
LOKIASV2_0437_ESMFold_hypothetical_protein.pdb	90.94
LOKIASV2_0438_ESMFold_hypothetical_protein.pdb	94.16
LOKIASV2_0439_ESMFold_hypothetical_protein.pdb	37.03
LOKIASV2_0440_ESMFold_hypothetical_protein.pdb	71.67
LOKIASV2_0441_ESMFold_hypothetical_protein.pdb	85.79
LOKIASV2_0442_ESMFold_hypothetical_protein.pdb	73.42
LOKIASV2_0443_ESMFold_DUF89_domain-containing_protein.pdb	91.86
LOKIASV2_0444_ESMFold_hypothetical_protein.pdb	79.39
LOKIASV2_0445_ESMFold_serine_hydrolase.pdb	87.08
LOKIASV2_0446_ESMFold_alpha-glucosidase.pdb	91.53
LOKIASV2_0447_ESMFold_hypothetical_protein.pdb	88.95
LOKIASV2_0448_ESMFold_hypothetical_protein.pdb	83.87
LOKIASV2_0449_ESMFold_hypothetical_protein.pdb	94.41
LOKIASV2_0450_ESMFold_deoxyribodipyrimidine_photo-lyase.pdb	88.41
LOKIASV2_0451_ESMFold_cryptochrome-photolyase_family_protein.pdb	93.17
LOKIASV2_0452_ESMFold_ABC_transporter_ATP-binding_protein.pdb	92.69
LOKIASV2_0453_ESMFold_hypothetical_protein.pdb	85.37
LOKIASV2_0454_ESMFold_hypothetical_protein.pdb	87.77
LOKIASV2_0455_ESMFold_hypothetical_protein.pdb	70.53
LOKIASV2_0456_ESMFold_long-chain-fatty-acid--CoA_ligase.pdb	91.24
LOKIASV2_0457_ESMFold_hypothetical_protein.pdb	75.32
LOKIASV2_0458_ESMFold_ATP-grasp_domain-containing_protein.pdb	94.01
LOKIASV2_0459_ESMFold_long-chain_fatty_acid--CoA_ligase.pdb	89.64
LOKIASV2_0460_ESMFold_hypothetical_protein.pdb	72.65
LOKIASV2_0461_AF2_hypothetical_protein.pdb	80.1
LOKIASV2_0462_ESMFold_low-specificity_L-threonine_aldolase.pdb	76.03
LOKIASV2_0463_ESMFold_hypothetical_protein.pdb	71.61
LOKIASV2_0464_ESMFold_hypothetical_protein.pdb	73.24
LOKIASV2_0465_ESMFold_hypothetical_protein.pdb	38.53
LOKIASV2_0466_ESMFold_hypothetical_protein.pdb	46.75
LOKIASV2_0467_ESMFold_hypothetical_protein.pdb	78.57
LOKIASV2_0468_ESMFold_sugar_phosphate_nucleotidyltransferase.pdb	82.68
LOKIASV2_0469_ESMFold_hypothetical_protein.pdb	77.62
LOKIASV2_0470_ESMFold_hypothetical_protein.pdb	76.62
LOKIASV2_0471_ESMFold_3-oxoacyl--acyl-carrier-protein-_reductase.pdb	95.92
LOKIASV2_0472_ESMFold_MFS_transporter.pdb	92.48
LOKIASV2_0473_ESMFold_hypothetical_protein.pdb	92.2
LOKIASV2_0474_ESMFold_hypothetical_protein.pdb	86.11
LOKIASV2_0475_ESMFold_hypothetical_protein.pdb	71.53
LOKIASV2_0476_ESMFold_hypothetical_protein.pdb	87.92
LOKIASV2_0477_ESMFold_hypothetical_protein.pdb	67.28
LOKIASV2_0478_ESMFold_hypothetical_protein.pdb	84.61
LOKIASV2_0479_ESMFold_hypothetical_protein.pdb	79.71
LOKIASV2_0480_ESMFold_M3_family_oligoendopeptidase.pdb	93.25
LOKIASV2_0481_ESMFold_hypothetical_protein.pdb	85.66
LOKIASV2_0482_ESMFold_phthiotriol-phenolphthiotriol_dimycocerosates_methyltransferase.pdb	90.49
LOKIASV2_0483_ESMFold_cysteine--tRNA_ligase.pdb	93.67
LOKIASV2_0484_ESMFold_nitroreductase_family_protein.pdb	93.97
LOKIASV2_0485_ESMFold_hypothetical_protein.pdb	46.47
LOKIASV2_0486_ESMFold_hypothetical_protein.pdb	67.33
LOKIASV2_0487_ESMFold_hypothetical_protein.pdb	40.28
LOKIASV2_0488_ESMFold_hypothetical_protein.pdb	56.16
LOKIASV2_0489_ESMFold_hypothetical_protein.pdb	80.66
LOKIASV2_0490_ESMFold_hypothetical_protein.pdb	46.65
LOKIASV2_0491_AF2_calcium-translocating_P-type_ATPase-_SERCA-type.pdb	83.81
LOKIASV2_0492_ESMFold_hypothetical_protein.pdb	83.65
LOKIASV2_0493_AF2_acyl-CoA_dehydratase_activase.pdb	86.16
LOKIASV2_0494_ESMFold_hypothetical_protein.pdb	83.44
LOKIASV2_0495_ESMFold_hypothetical_protein.pdb	89.0
LOKIASV2_0496_ESMFold_hypothetical_protein.pdb	75.0
LOKIASV2_0497_ESMFold_hypothetical_protein.pdb	64.44
LOKIASV2_0498_ESMFold_hypothetical_protein.pdb	91.31
LOKIASV2_0499_ESMFold_hypothetical_protein.pdb	81.99
LOKIASV2_0500_ESMFold_hypothetical_protein.pdb	81.14
LOKIASV2_0501_ESMFold_hypothetical_protein.pdb	73.34
LOKIASV2_0502_ESMFold_CoB--CoM_heterodisulfide_reductase_subunit_B.pdb	94.14
LOKIASV2_0503_ESMFold_hypothetical_protein.pdb	85.71
LOKIASV2_0504_ESMFold_hypothetical_protein.pdb	90.67
LOKIASV2_0505_ESMFold_hypothetical_protein.pdb	70.96
LOKIASV2_0506_ESMFold_hypothetical_protein.pdb	64.12
LOKIASV2_0507_AF2_hypothetical_protein.pdb	34.24
LOKIASV2_0508_ESMFold_hypothetical_protein.pdb	46.41
LOKIASV2_0509_ESMFold_hypothetical_protein.pdb	81.56
LOKIASV2_0510_ESMFold_nucleoside_phosphorylase.pdb	89.43
LOKIASV2_0511_ESMFold_NADPH-dependent_glutamate_synthase.pdb	90.98
LOKIASV2_0512_ESMFold_hypothetical_protein.pdb	90.59
LOKIASV2_0513_ESMFold_acetate--CoA_ligase_I_subunit_alpha.pdb	88.88
LOKIASV2_0514_ESMFold_hypothetical_protein.pdb	75.61
LOKIASV2_0515_AF2_hypothetical_protein.pdb	80.08
LOKIASV2_0516_ESMFold_hypothetical_protein.pdb	49.98
LOKIASV2_0517_ESMFold_hemolysin_III_family_protein.pdb	92.84
LOKIASV2_0518_ESMFold_MFS_transporter.pdb	91.86
LOKIASV2_0519_ESMFold_hypothetical_protein.pdb	54.72
LOKIASV2_0520_AF2_hypothetical_protein.pdb	81.3
LOKIASV2_0521_ESMFold_hypothetical_protein.pdb	79.21
LOKIASV2_0522_ESMFold_hypothetical_protein.pdb	88.79
LOKIASV2_0523_ESMFold_hypothetical_protein.pdb	89.78
LOKIASV2_0524_ESMFold_ROK_family_protein.pdb	89.77
LOKIASV2_0525_AF2_hypothetical_protein.pdb	82.67
LOKIASV2_0526_ESMFold_uL15_family_ribosomal_protein.pdb	60.63
LOKIASV2_0527_ESMFold_50S_ribosomal_protein_L30.pdb	77.92
LOKIASV2_0528_ESMFold_30S_ribosomal_protein_S5.pdb	89.78
LOKIASV2_0529_ESMFold_50S_ribosomal_protein_L18.pdb	76.66
LOKIASV2_0530_ESMFold_50S_ribosomal_protein_L19e.pdb	75.41
LOKIASV2_0531_ESMFold_hypothetical_protein.pdb	71.44
LOKIASV2_0532_ESMFold_50S_ribosomal_protein_L6.pdb	82.48
LOKIASV2_0533_ESMFold_30S_ribosomal_protein_S8.pdb	84.26
LOKIASV2_0534_ESMFold_30S_ribosomal_protein_S14.pdb	64.95
LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5.pdb	74.32
LOKIASV2_0536_ESMFold_30S_ribosomal_protein_S4e.pdb	89.54
LOKIASV2_0537_ESMFold_50S_ribosomal_protein_L24.pdb	67.91
LOKIASV2_0538_ESMFold_50S_ribosomal_protein_L14.pdb	73.74
LOKIASV2_0539_ESMFold_30S_ribosomal_protein_S17.pdb	77.66
LOKIASV2_0540_ESMFold_hypothetical_protein.pdb	73.68
LOKIASV2_0541_ESMFold_hypothetical_protein.pdb	77.06
LOKIASV2_0542_ESMFold_hypothetical_protein.pdb	85.61
LOKIASV2_0543_ESMFold_50S_ribosomal_protein_L22.pdb	78.08
LOKIASV2_0544_ESMFold_hypothetical_protein.pdb	83.86
LOKIASV2_0545_ESMFold_30S_ribosomal_protein_S19.pdb	68.65
LOKIASV2_0546_ESMFold_hypothetical_protein.pdb	51.49
LOKIASV2_0547_ESMFold_hypothetical_protein.pdb	66.22
LOKIASV2_0548_ESMFold_hypothetical_protein.pdb	48.28
LOKIASV2_0549_ESMFold_DUF115_domain-containing_protein.pdb	87.99
LOKIASV2_0550_ESMFold_glycine_cleavage_system_protein_GcvH.pdb	83.74
LOKIASV2_0551_ESMFold_ATP-NAD_kinase_family_protein.pdb	90.09
LOKIASV2_0552_ESMFold_hypothetical_protein.pdb	58.87
LOKIASV2_0553_ESMFold_hypothetical_protein.pdb	89.62
LOKIASV2_0554_ESMFold_DNA_repair_and_recombination_protein_RadA.pdb	82.7
LOKIASV2_0555_ESMFold_hypothetical_protein.pdb	57.08
LOKIASV2_0556_ESMFold_RlmE_family_RNA_methyltransferase.pdb	93.22
LOKIASV2_0557_ESMFold_hypothetical_protein.pdb	50.83
LOKIASV2_0558_ESMFold_tRNA_-guanine-10--N-2---dimethyltransferase.pdb	94.02
LOKIASV2_0559_ESMFold_hypothetical_protein.pdb	83.32
LOKIASV2_0560_ESMFold_hypothetical_protein.pdb	88.45
LOKIASV2_0561_ESMFold_hypothetical_protein.pdb	84.08
LOKIASV2_0562_ESMFold_hypothetical_protein.pdb	83.34
LOKIASV2_0563_ESMFold_decaprenyl-phosphate_phosphoribosyltransferase.pdb	92.79
LOKIASV2_0564_ESMFold_hypothetical_protein.pdb	52.16
LOKIASV2_0565_ESMFold_polyprenyl_diphosphate_synthase.pdb	93.65
LOKIASV2_0566_ESMFold_isopentenyl_phosphate_kinase.pdb	92.78
LOKIASV2_0567_ESMFold_mevalonate_kinase.pdb	95.29
LOKIASV2_0568_ESMFold_hydroxymethylglutaryl-CoA_reductase-_degradative.pdb	89.27
LOKIASV2_0569_ESMFold_GHMP_kinase.pdb	90.79
LOKIASV2_0570_ESMFold_hypothetical_protein.pdb	80.4
LOKIASV2_0571_ESMFold_DegT-DnrJ-EryC1-StrS_family_aminotransferase.pdb	79.92
LOKIASV2_0572_ESMFold_hypothetical_protein.pdb	73.87
LOKIASV2_0573_ESMFold_endonuclease_III_domain-containing_protein.pdb	83.53
LOKIASV2_0574_ESMFold_pyridoxal_phosphate-dependent_aminotransferase.pdb	68.83
LOKIASV2_0575_ESMFold_hypothetical_protein.pdb	94.46
LOKIASV2_0576_ESMFold_6-pyruvoyl_tetrahydropterin_synthase_family_protein.pdb	88.12
LOKIASV2_0577_ESMFold_radical_SAM_protein.pdb	89.38
LOKIASV2_0578_ESMFold_hypothetical_protein.pdb	39.79
LOKIASV2_0579_ESMFold_hypothetical_protein.pdb	80.79
LOKIASV2_0580_ESMFold_PIN_domain-containing_protein.pdb	82.05
LOKIASV2_0581_ESMFold_translation_initiation_factor_eIF-1A.pdb	65.68
LOKIASV2_0582_AF2_DNA_methyltransferase.pdb	88.62
LOKIASV2_0583_ESMFold_TATA-box-binding_protein.pdb	91.72
LOKIASV2_0584_ESMFold_hypothetical_protein.pdb	79.03
LOKIASV2_0585_ESMFold_hypothetical_protein.pdb	75.24
LOKIASV2_0586_ESMFold_hypothetical_protein.pdb	73.14
LOKIASV2_0587_ESMFold_hypothetical_protein.pdb	44.09
LOKIASV2_0588_ESMFold_hypothetical_protein.pdb	72.59
LOKIASV2_0589_ESMFold_hypothetical_protein.pdb	73.57
LOKIASV2_0590_ESMFold_ribose_1-5-bisphosphate_isomerase.pdb	93.1
LOKIASV2_0591_ESMFold_AIR_carboxylase_family_protein.pdb	86.94
LOKIASV2_0592_ESMFold_hypothetical_protein.pdb	85.18
LOKIASV2_0593_ESMFold_HD_domain-containing_protein.pdb	89.75
LOKIASV2_0594_ESMFold_hypothetical_protein.pdb	79.27
LOKIASV2_0595_ESMFold_ABC_transporter_ATP-binding_protein.pdb	93.21
LOKIASV2_0596_ESMFold_hypothetical_protein.pdb	91.51
LOKIASV2_0597_ESMFold_hypothetical_protein.pdb	38.77
LOKIASV2_0598_ESMFold_hypothetical_protein.pdb	42.79
LOKIASV2_0599_ESMFold_hypothetical_protein.pdb	40.2
LOKIASV2_0600_ESMFold_hypothetical_protein.pdb	31.08
LOKIASV2_0601_ESMFold_hypothetical_protein.pdb	87.36
LOKIASV2_0602_ESMFold_hypothetical_protein.pdb	45.84
LOKIASV2_0603_ESMFold_hypothetical_protein.pdb	71.38
LOKIASV2_0604_ESMFold_hypothetical_protein.pdb	70.55
LOKIASV2_0605_ESMFold_galactokinase.pdb	95.88
LOKIASV2_0606_ESMFold_hypothetical_protein.pdb	75.99
LOKIASV2_0607_ESMFold_hypothetical_protein.pdb	80.34
LOKIASV2_0608_ESMFold_hypothetical_protein.pdb	74.11
LOKIASV2_0609_ESMFold_hypothetical_protein.pdb	70.69
LOKIASV2_0610_ESMFold_hypothetical_protein.pdb	69.28
LOKIASV2_0611_ESMFold_hypothetical_protein.pdb	59.38
LOKIASV2_0612_ESMFold_hypothetical_protein.pdb	57.37
LOKIASV2_0613_ESMFold_hypothetical_protein.pdb	51.69
LOKIASV2_0614_ESMFold_serine-tRNA-Ala-_deacylase_AlaX.pdb	95.34
LOKIASV2_0615_ESMFold_class_I_SAM-dependent_methyltransferase.pdb	92.77
LOKIASV2_0616_ESMFold_hypothetical_protein.pdb	83.65
LOKIASV2_0617_ESMFold_arsenate_reductase_ArsC.pdb	82.63
LOKIASV2_0618_ESMFold_NAD-+-_diphosphatase.pdb	83.39
LOKIASV2_0619_ESMFold_membrane_dipeptidase.pdb	86.79
LOKIASV2_0620_ESMFold_MBL_fold_metallo-hydrolase.pdb	77.0
LOKIASV2_0621_ESMFold_hypothetical_protein.pdb	83.09
LOKIASV2_0622_ESMFold_hypothetical_protein.pdb	70.37
LOKIASV2_0623_ESMFold_RNA-guided_pseudouridylation_complex_pseudouridine_synthase_subunit_Cbf5.pdb	91.24
LOKIASV2_0624_ESMFold_class_I_SAM-dependent_methyltransferase.pdb	88.23
LOKIASV2_0625_ESMFold_RNA-guided_endonuclease_TnpB_family_protein.pdb	90.64
LOKIASV2_0626_ESMFold_hypothetical_protein.pdb	72.2
LOKIASV2_0627_ESMFold_DNA-directed_RNA_polymerase_subunit_H.pdb	78.69
LOKIASV2_0628_AF2_DNA-directed_RNA_polymerase_subunit_B.pdb	89.92
LOKIASV2_0629_ESMFold_hypothetical_protein.pdb	84.85
LOKIASV2_0630_ESMFold_hypothetical_protein.pdb	43.59
LOKIASV2_0631_ESMFold_MFS_transporter.pdb	91.74
LOKIASV2_0632_ESMFold_hypothetical_protein.pdb	70.34
LOKIASV2_0633_ESMFold_TrmJ-YjtD_family_RNA_methyltransferase.pdb	87.49
LOKIASV2_0634_ESMFold_hypothetical_protein.pdb	63.89
LOKIASV2_0635_ESMFold_hypothetical_protein.pdb	62.15
LOKIASV2_0636_ESMFold_hypothetical_protein.pdb	64.32
LOKIASV2_0637_ESMFold_hypothetical_protein.pdb	43.05
LOKIASV2_0638_ESMFold_hypothetical_protein.pdb	74.09
LOKIASV2_0639_ESMFold_ATP-binding_protein.pdb	95.09
LOKIASV2_0640_ESMFold_P-loop_NTPase.pdb	93.1
LOKIASV2_0641_ESMFold_NifB-NifX_family_molybdenum-iron_cluster-binding_protein.pdb	75.09
LOKIASV2_0642_ESMFold_NifB-NifX_family_molybdenum-iron_cluster-binding_protein.pdb	82.0
LOKIASV2_0643_ESMFold_NifB-NifX_family_molybdenum-iron_cluster-binding_protein.pdb	75.73
LOKIASV2_0644_ESMFold_hypothetical_protein.pdb	66.3
LOKIASV2_0645_ESMFold_hypothetical_protein.pdb	53.85
LOKIASV2_0646_ESMFold_hypothetical_protein.pdb	79.54
LOKIASV2_0647_ESMFold_hypothetical_protein.pdb	80.41
LOKIASV2_0648_ESMFold_hypothetical_protein.pdb	58.69
LOKIASV2_0649_ESMFold_hypothetical_protein.pdb	46.22
LOKIASV2_0650_ESMFold_GNAT_family_N-acetyltransferase.pdb	89.87
LOKIASV2_0651_ESMFold_hypothetical_protein.pdb	66.84
LOKIASV2_0652_ESMFold_hypothetical_protein.pdb	60.42
LOKIASV2_0653_ESMFold_hypothetical_protein.pdb	74.83
LOKIASV2_0654_ESMFold_hypothetical_protein.pdb	57.11
LOKIASV2_0655_ESMFold_LSm_family_protein.pdb	79.94
LOKIASV2_0656_ESMFold_hypothetical_protein.pdb	88.02
LOKIASV2_0657_ESMFold_hypothetical_protein.pdb	66.28
LOKIASV2_0658_ESMFold_serine-threonine-protein_kinase_RIO2.pdb	90.59
LOKIASV2_0659_ESMFold_hypothetical_protein.pdb	78.62
LOKIASV2_0660_ESMFold_hypothetical_protein.pdb	82.88
LOKIASV2_0661_ESMFold_hypothetical_protein.pdb	78.46
LOKIASV2_0662_ESMFold_hypothetical_protein.pdb	28.37
LOKIASV2_0663_ESMFold_hypothetical_protein.pdb	84.57
LOKIASV2_0664_ESMFold_hypothetical_protein.pdb	59.47
LOKIASV2_0665_ESMFold_hypothetical_protein.pdb	78.52
LOKIASV2_0666_ESMFold_hypothetical_protein.pdb	62.31
LOKIASV2_0667_ESMFold_hypothetical_protein.pdb	84.36
LOKIASV2_0668_ESMFold_alkaline_phosphatase_family_protein.pdb	92.78
LOKIASV2_0669_ESMFold_hypothetical_protein.pdb	77.5
LOKIASV2_0670_ESMFold_M1_family_aminopeptidase.pdb	81.6
LOKIASV2_0671_ESMFold_hypothetical_protein.pdb	89.02
LOKIASV2_0672_ESMFold_hypothetical_protein.pdb	90.06
LOKIASV2_0673_ESMFold_hypothetical_protein.pdb	72.4
LOKIASV2_0674_ESMFold_hypothetical_protein.pdb	42.4
LOKIASV2_0675_ESMFold_hypothetical_protein.pdb	89.45
LOKIASV2_0676_ESMFold_flavin_reductase_family_protein.pdb	80.28
LOKIASV2_0677_ESMFold_hypothetical_protein.pdb	69.44
LOKIASV2_0678_ESMFold_long-chain_fatty_acid--CoA_ligase.pdb	88.95
LOKIASV2_0679_ESMFold_ABC_transporter_ATP-binding_protein.pdb	92.78
LOKIASV2_0680_AF2_hypothetical_protein.pdb	80.63
LOKIASV2_0681_ESMFold_hypothetical_protein.pdb	93.12
LOKIASV2_0682_ESMFold_hypothetical_protein.pdb	74.36
LOKIASV2_0683_ESMFold_hypothetical_protein.pdb	88.82
LOKIASV2_0684_ESMFold_hypothetical_protein.pdb	93.06
LOKIASV2_0685_ESMFold_DUF211_domain-containing_protein.pdb	74.22
LOKIASV2_0686_ESMFold_hypothetical_protein.pdb	88.44
LOKIASV2_0687_ESMFold_hypothetical_protein.pdb	45.94
LOKIASV2_0688_ESMFold_hypothetical_protein.pdb	28.71
LOKIASV2_0689_ESMFold_ABC_transporter_ATP-binding_protein.pdb	95.23
LOKIASV2_0690_ESMFold_hypothetical_protein.pdb	82.0
LOKIASV2_0691_ESMFold_hypothetical_protein.pdb	85.88
LOKIASV2_0692_ESMFold_archaemetzincin_family_Zn-dependent_metalloprotease.pdb	81.16
LOKIASV2_0693_ESMFold_hypothetical_protein.pdb	82.89
LOKIASV2_0694_ESMFold_hypothetical_protein.pdb	32.44
LOKIASV2_0695_ESMFold_hypothetical_protein.pdb	29.38
LOKIASV2_0696_ESMFold_peptidase_U32_family_protein.pdb	77.78
LOKIASV2_0697_ESMFold_hypothetical_protein.pdb	61.96
LOKIASV2_0698_ESMFold_hypothetical_protein.pdb	71.78
LOKIASV2_0699_ESMFold_phosphotransacetylase_family_protein.pdb	92.87
LOKIASV2_0700_ESMFold_phosphotransacetylase_family_protein.pdb	91.87
LOKIASV2_0701_ESMFold_acetate--CoA_ligase.pdb	94.24
LOKIASV2_0702_ESMFold_tRNA_-N6-threonylcarbamoyladenosine-37--N6--methyltransferase_TrmO.pdb	77.46
LOKIASV2_0703_ESMFold_hypothetical_protein.pdb	88.51
LOKIASV2_0704_ESMFold_NCS2_family_permease.pdb	87.89
LOKIASV2_0705_ESMFold_hypothetical_protein.pdb	73.08
LOKIASV2_0706_ESMFold_hypothetical_protein.pdb	90.78
LOKIASV2_0707_ESMFold_hypothetical_protein.pdb	97.02
LOKIASV2_0708_ESMFold_alanine--glyoxylate_aminotransferase_family_protein.pdb	75.06
LOKIASV2_0709_ESMFold_hypothetical_protein.pdb	92.09
LOKIASV2_0710_ESMFold_hypothetical_protein.pdb	72.57
LOKIASV2_0711_ESMFold_hypothetical_protein.pdb	45.78
LOKIASV2_0712_ESMFold_hypothetical_protein.pdb	87.64
LOKIASV2_0713_ESMFold_NOG1_family_protein.pdb	93.29
LOKIASV2_0714_ESMFold_DUF504_domain-containing_protein.pdb	79.01
LOKIASV2_0715_ESMFold_hypothetical_protein.pdb	35.02
LOKIASV2_0716_ESMFold_O-phosphoseryl-tRNA-Sec-_selenium_transferase.pdb	71.7
LOKIASV2_0717_ESMFold_hypothetical_protein.pdb	36.09
LOKIASV2_0718_ESMFold_DHH_family_phosphoesterase.pdb	88.97
LOKIASV2_0719_ESMFold_hypothetical_protein.pdb	29.57
LOKIASV2_0720_ESMFold_bifunctional_phosphopantothenoylcysteine_decarboxylase-phosphopantothenate--cysteine_ligase_CoaBC.pdb	88.77
LOKIASV2_0721_AF2_hypothetical_protein.pdb	73.68
LOKIASV2_0722_ESMFold_DNA_topoisomerase_IV_subunit_A.pdb	92.61
LOKIASV2_0723_ESMFold_hypothetical_protein.pdb	73.46
LOKIASV2_0724_ESMFold_hypothetical_protein.pdb	86.07
LOKIASV2_0725_AF2_leucine--tRNA_ligase.pdb	92.84
LOKIASV2_0726_ESMFold_glutamine--fructose-6-phosphate_transaminase_-isomerizing-.pdb	93.72
LOKIASV2_0727_ESMFold_hypothetical_protein.pdb	49.02
LOKIASV2_0728_ESMFold_hypothetical_protein.pdb	69.3
LOKIASV2_0729_ESMFold_hypothetical_protein.pdb	82.62
LOKIASV2_0730_ESMFold_hypothetical_protein.pdb	53.2
LOKIASV2_0731_ESMFold_TIGR00269_family_protein.pdb	88.57
LOKIASV2_0732_ESMFold_alpha-beta_hydrolase.pdb	83.83
LOKIASV2_0733_ESMFold_M2_ESMFold_family_metallo-hydrolase.pdb	95.54
LOKIASV2_0734_ESMFold_hypothetical_protein.pdb	83.88
LOKIASV2_0735_AF2_valine--tRNA_ligase.pdb	92.41
LOKIASV2_0736_ESMFold_hypothetical_protein.pdb	36.52
LOKIASV2_0737_ESMFold_cyclase_family_protein.pdb	83.5
LOKIASV2_0738_ESMFold_hypothetical_protein.pdb	57.16
LOKIASV2_0739_ESMFold_maltodextrin_glucosidase.pdb	89.67
LOKIASV2_0740_ESMFold_hypothetical_protein.pdb	60.45
LOKIASV2_0741_ESMFold_hypothetical_protein.pdb	60.9
LOKIASV2_0742_ESMFold_hypothetical_protein.pdb	89.4
LOKIASV2_0743_ESMFold_SAM-dependent_chlorinase-fluorinase.pdb	84.11
LOKIASV2_0744_ESMFold_hypothetical_protein.pdb	80.63
LOKIASV2_0745_ESMFold_CinA_family_protein.pdb	86.37
LOKIASV2_0746_ESMFold_RNA_3--terminal_phosphate_cyclase.pdb	89.44
LOKIASV2_0747_ESMFold_hypothetical_protein.pdb	66.54
LOKIASV2_0748_ESMFold_hypothetical_protein.pdb	79.47
LOKIASV2_0749_ESMFold_hypothetical_protein.pdb	62.61
LOKIASV2_0750_ESMFold_hypothetical_protein.pdb	70.22
LOKIASV2_0751_ESMFold_50S_ribosomal_protein_L34e.pdb	61.25
